player_id,rating,rd,sigma
4,1411.0430653218903,139.50003985071388,0.059985189812348925
5,1517.7771624122147,143.15580955618424,0.05998271037233257
6,1500.0,159.61452531475234,0.05999100824268065
2,1500.0,159.61452531475234,0.05999100824268065
7,1638.3724968120337,144.20370185463676,0.05998307866131082
8,1541.744876070567,144.3734220202799,0.05998307341650452
9,1466.6438677146402,143.3473326663558,0.05998481904817153
10,1421.622694796626,142.9838611083394,0.05997700903914685
11,1411.9778296539332,143.11417278704627,0.05998289846091986
12,1500.0,154.47352432941844,0.05999117235904027
13,1588.199076599748,139.5600969577605,0.059985342051747825
14,1500.0,154.47352432941844,0.05999117235904027
15,1412.9795790880833,138.66002962798612,0.059985384235306215
16,1500.0,154.47352432941844,0.05999117235904027
17,1186.4807014849262,142.70116314239962,0.059977324834855135
18,1500.0,154.47352432941844,0.05999117235904027
3,1625.8027112634588,133.85369471810364,0.059980796708661036
19,1641.1495527090974,144.59491673561658,0.05999202376762095
20,1543.988678303585,144.7637661695364,0.05999201852276542
21,1571.005035220951,130.98719763858952,0.0599838792055783
22,1405.4977076526982,146.2743370686899,0.05998597587504267
23,1408.5235354633319,140.58219996749008,0.059994139932290795
24,1554.769430859067,153.48516079299694,0.059997830333910984
25,1554.769430859067,153.48516079299694,0.059997830333910984
1,1371.9705209936164,132.54980586759697,0.059989657120386335
26,1488.1280733445435,146.4764531877906,0.05999169253705659
27,1488.1280733445435,146.4764531877906,0.05999169253705659
28,1578.9262605006238,136.38462256239757,0.05999171179274722
29,1629.8949004217259,150.6227775275101,0.06000159636310525
30,1629.8949004217259,150.6227775275101,0.06000159636310525
