player_id,rating,rd,sigma
4,1416.1507166926644,135.44764748201533,0.059985147923767204
5,1535.980665832161,115.14779233829346,0.05998372935586261
6,1500.0,154.07393691789954,0.05999088994571527
2,1500.0,154.07393691789954,0.05999088994571527
7,1622.403041709295,127.92065467672698,0.059983046310978345
8,1545.451827795095,127.89724762022594,0.059983035216349054
9,1488.1331898041744,120.52301399759504,0.05998563819631854
10,1441.967868800847,106.74331542524638,0.05997864893590212
11,1438.9980125357026,115.13060301828273,0.059983718557995835
12,1500.0,154.07393691789954,0.05999088994571527
13,1583.9518594790422,135.38349416269725,0.05998511650918474
14,1500.0,154.07393691789954,0.05999088994571527
15,1416.1507166926644,135.44764748201533,0.059985147923767204
16,1500.0,154.07393691789954,0.05999088994571527
17,1251.8640138679182,106.80255426299709,0.059978739502433154
18,1500.0,154.07393691789954,0.05999088994571527
3,1617.2943070988379,127.30101812933717,0.05998052630415744
19,1637.8509358473548,134.5311940739731,0.05999193436414453
20,1552.5778417889653,134.50388913582515,0.059991922937345725
21,1576.251659713594,121.1413189415013,0.05998395881167997
22,1376.5263057616119,110.17768679458734,0.059987648279199175
23,1404.8664375907083,143.38360671666047,0.05999410976868713
24,1554.5426081399376,151.88178301131617,0.059997663828787295
25,1554.5426081399376,151.88178301131617,0.059997663828787295
1,1369.6564572058185,133.31389072587325,0.05998958630531567
26,1459.3406597677301,119.07700499217091,0.059992763050860924
27,1499.944580590587,124.75235287874901,0.05999739257301022
28,1586.4137869581205,141.32949489458804,0.05999177333232278
29,1625.3152866112407,138.92217724765547,0.060001954194324233
30,1625.3152866112407,138.92217724765547,0.060001954194324233
